experiment,id,split,utterance,gold,predicted,correct,confidence,jev_confidence,top1,p1,top2,p2,top3,p3,n_nonzero_options,latency_ms,cost_usd,described_predicted,described_correct,described_confidence
E1-inscope,train-806,train,schedule a pto request for me on march 1-2,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,116,0.00010474800000000001,,,
E1-inscope,train-807,train,for march 1 to 2 make a pto request for me,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,167,0.00010479,,,
E1-inscope,train-808,train,i want to schedule a pto request on march 1-2,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,112,0.00010479,,,
E1-inscope,train-809,train,"between october 7th and october 10th, i'd like for there to be a pto request for me",pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,142,0.00010533600000000001,,,
E1-inscope,train-810,train,i need a pto request for the dates jan 15th to jan 20th,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,219,0.000105042,,,
E1-inscope,train-811,train,let's do a personal pto request for the dates may 12th to may 15th,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,205,0.00010512600000000001,,,
E1-inscope,train-812,train,can you set up a pto request for me for march 20th to april 12th,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,132,0.00010512600000000001,,,
E1-inscope,train-813,train,i'd like for their to be a pto request for me made for the dates june 4th to june 8th,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,105,0.00010529400000000001,,,
E1-inscope,train-814,train,i'd like to go on vacation,pto_request,travel_suggestion,0,0.4141,0.39,travel_suggestion,0.4141,pto_request,0.3131,travel_notification,0.1515,6,153,0.00010449600000000001,,,
E1-inscope,train-815,train,create a pto request for march 21st to march 26th,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,136,0.00010491600000000001,,,
E1-inscope,train-816,train,i need to put in a pto request from the 8th to the 17th of january,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,104,0.00010516800000000001,,,
E1-inscope,train-817,train,can you put in a pto request for the 5th of june to june 8th,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,136,0.000105042,,,
E1-inscope,train-818,train,"from december 22nd to the 25th, make me a pto request",pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,239,0.000105,,,
E1-inscope,train-819,train,i need a pto request put in for the weekend of june 1st to june 2nd,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,287,0.000105084,,,
E1-inscope,train-820,train,how do i schedule vacation days,pto_request,pto_request,1,1.0,0.99,pto_request,1.0,,,,,1,109,0.00010445400000000001,,,
E1-inscope,train-821,train,put in a pto request for march 4 to march 6,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,209,0.00010479,,,
E1-inscope,train-822,train,i need to put in a pto request for march 4 to march 6,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,183,0.00010491600000000001,,,
E1-inscope,train-823,train,how do i use my vacation days,pto_request,pto_request,1,0.59,0.58,pto_request,0.59,pto_used,0.24,pto_balance,0.14,5,278,0.00010449600000000001,,,
E1-inscope,train-824,train,how do i put in for vacation,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,159,0.00010449600000000001,,,
E1-inscope,train-825,train,how can i schedule a vacation request,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,153,0.00010449600000000001,,,
E1-inscope,train-826,train,can you put in a pto request for march 4 to march 6 for me,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,162,0.00010495800000000001,,,
E1-inscope,train-827,train,put in for time off march 4 to march 6,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,84,0.000104706,,,
E1-inscope,train-828,train,where do i make a vacation request,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,179,0.00010449600000000001,,,
E1-inscope,train-829,train,can i take pto form march 4 to march 6,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,151,0.00010474800000000001,,,
E1-inscope,train-830,train,may i take a pto on february 7 and 8,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,157,0.000104832,,,
E1-inscope,train-831,train,please tell me how to submit a vacation request,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,236,0.00010458000000000002,,,
E1-inscope,train-832,train,"can i take a pto for two days, starting on february 7",pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,99,0.00010491600000000001,,,
E1-inscope,train-833,train,i would like to know how to make a vacation request,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,106,0.000104664,,,
E1-inscope,train-834,train,please tell me how to go about asking for a vacation,pto_request,pto_request,1,1.0,0.99,pto_request,1.0,,,,,1,175,0.000104664,,,
E1-inscope,train-835,train,can you tell me how to make a vacation request,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,138,0.000104622,,,
E1-inscope,train-836,train,i would like to request a pto on february 7 and 8,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,134,0.00010491600000000001,,,
E1-inscope,train-837,train,i would like to take a paid time off for february 7 and 8,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,204,0.00010495800000000001,,,
E1-inscope,train-838,train,would you be able to tell me how to make a vacation request,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,187,0.00010474800000000001,,,
E1-inscope,train-839,train,"is it possible for me to take a pto for two days, starting february 7",pto_request,pto_request,1,1.0,0.99,pto_request,1.0,,,,,1,201,0.000105042,,,
E1-inscope,train-840,train,i want to put in a request for pto from may 5 to may 12,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,174,0.000105,,,
E1-inscope,train-841,train,i want you to make me a pto request for me for april twenty through may two,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,86,0.00010495800000000001,,,
E1-inscope,train-842,train,i want to request pto from november 7 to 11,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,240,0.00010479,,,
E1-inscope,train-843,train,how can i request a vacation from work,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,235,0.00010453800000000001,,,
E1-inscope,train-844,train,how do i request vacation time,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,166,0.00010445400000000001,,,
E1-inscope,train-845,train,what do i need to do to request vacation time off,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,145,0.000104664,,,
E1-inscope,train-846,train,can you put in a pto request for me for july second and third,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,151,0.000104832,,,
E1-inscope,train-847,train,what do i need to do if i want to ask for vacation time,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,167,0.00010479,,,
E1-inscope,train-848,train,put in a pto request for me i want it for the ninth and the tenth of august,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,154,0.000105,,,
E1-inscope,train-849,train,how do i ask to have a vacation,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,132,0.00010453800000000001,,,
E1-inscope,train-850,train,can you schedule a vacation for next week,pto_request,pto_request,1,0.8081,0.79,pto_request,0.8081,calendar_update,0.1212,calendar,0.0505,5,127,0.00010453800000000001,,,
E1-inscope,train-851,train,i'd like to make a vacation request,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,152,0.00010453800000000001,,,
E1-inscope,train-852,train,what do i do to request a vacation,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,107,0.00010453800000000001,,,
E1-inscope,train-853,train,how can i make a vacation request,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,108,0.00010449600000000001,,,
E1-inscope,train-854,train,how do i book a vacation,pto_request,book_flight,0,0.4444,0.43,book_flight,0.4444,book_hotel,0.2727,travel_suggestion,0.2424,5,158,0.00010445400000000001,,,
E1-inscope,train-855,train,what is the process for requesting a vacation,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,264,0.00010453800000000001,,,
E1-inscope,train-856,train,"i want to schedule a vacation, can i request that through you",pto_request,pto_request,1,0.9495,0.92,pto_request,0.9495,what_can_i_ask_you,0.0505,,,2,178,0.00010474800000000001,,,
E1-inscope,train-857,train,can i put in a vacation request with you,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,98,0.00010458000000000002,,,
E1-inscope,train-858,train,"i need to set up a vacation request, what do i need to give you",pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,181,0.00010487400000000001,,,
E1-inscope,train-859,train,"i need to take some time off, can i have the next week off",pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,264,0.000104832,,,
E1-inscope,train-860,train,what do i need to make a vacation request with you,pto_request,pto_request,1,1.0,0.99,pto_request,1.0,,,,,1,150,0.000104664,,,
E1-inscope,train-861,train,i need a pto request for march 3rd and 4th,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,80,0.000104832,,,
E1-inscope,train-862,train,would it be possible to make a pto request for january 15th and 16th,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,112,0.00010512600000000001,,,
E1-inscope,train-863,train,please put in a pto request for june 5th and 6th,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,120,0.00010487400000000001,,,
E1-inscope,train-864,train,set a pto request for april 1st and 2nd,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,132,0.00010479,,,
E1-inscope,train-865,train,i would like to make a pto request for july 17th and 18th,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,262,0.000105042,,,
E1-inscope,train-866,train,submit a request for pto for the dates may 5th to the 12th,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,142,0.000105,,,
E1-inscope,train-867,train,please place a pto request for february 18th to the february 25th,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,238,0.00010516800000000001,,,
E1-inscope,train-868,train,i would like you put in a pto request for the dates july 4th to the 8th,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,106,0.00010512600000000001,,,
E1-inscope,train-869,train,i need to submit a request for pto for june 12th to june 14th,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,142,0.000105084,,,
E1-inscope,train-870,train,can you put in a pto request for march 7th to the 9th,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,88,0.00010495800000000001,,,
E1-inscope,train-871,train,i'd like to take a vacation day from 2/24 to 2/25,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,160,0.000105042,,,
E1-inscope,train-872,train,i'd like to schedule some pto from 2/22 to 2/25,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,206,0.000105042,,,
E1-inscope,train-873,train,make a pto request from april 2 to april 4,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,105,0.00010474800000000001,,,
E1-inscope,train-874,train,request pto from march 8th until march 11th,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,106,0.00010479,,,
E1-inscope,train-875,train,please request pto for me from march 3rd to march 7th,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,100,0.00010487400000000001,,,
E1-inscope,train-876,train,could you submit a pto request for me from dates oct thirty to nov second,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,106,0.00010487400000000001,,,
E1-inscope,train-877,train,"could you submit a pto request for me from dates mar 3 to 9, please",pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,79,0.000105,,,
E1-inscope,train-878,train,"could you submit a pto request for me for dates april 21 to 30, please",pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,210,0.000105084,,,
E1-inscope,train-879,train,"can you submit a pto request for me from dates nov 2 to 10, please",pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,239,0.000105042,,,
E1-inscope,train-880,train,could you submit a pto request for me for dates june 11 to 14,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,140,0.000105,,,
E1-inscope,train-881,train,please make a pto request for me from dates jan 21 to begininning of february,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,128,0.00010512600000000001,,,
E1-inscope,train-882,train,please make a pto request for dates tomorrow to the twentieth,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,212,0.000104706,,,
E1-inscope,train-883,train,please make a pto request from dates september 1 to 15,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,136,0.000104832,,,
E1-inscope,train-884,train,make a pto request for dates november 11 to black friday,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,109,0.00010479,,,
E1-inscope,train-885,train,make a pto request from dates may 3 to 9,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,180,0.00010474800000000001,,,
E1-inscope,train-886,train,i want to put in a pto request for march 1-8,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,138,0.000104832,,,
E1-inscope,train-887,train,how can i go about requesting a vacation,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,161,0.00010453800000000001,,,
E1-inscope,train-888,train,can you put in a pto request for me from march 1-7,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,140,0.00010487400000000001,,,
E1-inscope,train-889,train,please assist me by making a pto request for march 11-18,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,158,0.00010491600000000001,,,
E1-inscope,train-890,train,would i be able to put in a pto request for march 21-26,pto_request,pto_request,1,1.0,0.99,pto_request,1.0,,,,,1,139,0.000105,,,
E1-inscope,train-891,train,create for me a pto request for march 16-21,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,110,0.000104832,,,
E1-inscope,train-892,train,what steps should i take if i want to request vacation,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,117,0.000104664,,,
E1-inscope,train-893,train,tell me how to request vacation,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,139,0.00010445400000000001,,,
E1-inscope,train-894,train,i'm intereted in requesting pto from april 1-5,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,190,0.00010479,,,
E1-inscope,train-895,train,i need help making a pto request for march 3-10,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,144,0.000104832,,,
E1-inscope,train-896,train,am i able to place a pto request for february 20-25,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,138,0.000105,,,
E1-inscope,train-897,train,can i request pto from march 9-16,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,190,0.000104706,,,
E1-inscope,train-898,train,what is the protocol for requesting a vacation,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,122,0.00010453800000000001,,,
E1-inscope,train-899,train,i want help making a pto request for february 22-27,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,80,0.00010495800000000001,,,
E1-inscope,train-900,train,what steps should i take to improve my credit score,improve_credit_score,improve_credit_score,1,1.0,1.0,improve_credit_score,1.0,,,,,1,205,0.000104622,improve_credit_score,1,1.0
E1-inscope,train-901,train,give me a recommendation to improve my credit score,improve_credit_score,improve_credit_score,1,1.0,1.0,improve_credit_score,1.0,,,,,1,90,0.00010458000000000002,improve_credit_score,1,1.0
E1-inscope,train-902,train,what can i do to raise my credit score,improve_credit_score,improve_credit_score,1,1.0,1.0,improve_credit_score,1.0,,,,,1,139,0.00010458000000000002,improve_credit_score,1,1.0
E1-inscope,train-903,train,steps to raise my credit score,improve_credit_score,improve_credit_score,1,1.0,1.0,improve_credit_score,1.0,,,,,1,103,0.00010445400000000001,improve_credit_score,1,1.0
E1-inscope,train-904,train,is there a quick way to improve my credit score,improve_credit_score,improve_credit_score,1,1.0,1.0,improve_credit_score,1.0,,,,,1,106,0.000104622,improve_credit_score,1,1.0
E1-inscope,train-905,train,what are ways to improve my credit,improve_credit_score,improve_credit_score,1,1.0,1.0,improve_credit_score,1.0,,,,,1,108,0.00010449600000000001,improve_credit_score,1,1.0
E1-inscope,train-906,train,how to keep my credit score from going down,improve_credit_score,improve_credit_score,1,0.53,0.51,improve_credit_score,0.53,credit_score,0.47,,,2,104,0.00010458000000000002,improve_credit_score,1,1.0
E1-inscope,train-907,train,what are some ways to increase my credit,improve_credit_score,improve_credit_score,1,0.99,0.99,improve_credit_score,0.99,credit_score,0.01,,,2,98,0.00010453800000000001,improve_credit_score,1,1.0
E1-inscope,train-908,train,what can i do to keep my score from dropping,improve_credit_score,improve_credit_score,1,0.93,0.92,improve_credit_score,0.93,credit_score,0.07,,,2,159,0.000104622,improve_credit_score,1,1.0
E1-inscope,train-909,train,how do i build my credit score,improve_credit_score,improve_credit_score,1,0.99,0.99,improve_credit_score,0.99,credit_score,0.01,,,2,156,0.00010449600000000001,improve_credit_score,1,1.0
E1-inscope,train-910,train,how can i build my credit,improve_credit_score,improve_credit_score,1,1.0,1.0,improve_credit_score,1.0,,,,,1,224,0.00010445400000000001,improve_credit_score,1,1.0
E1-inscope,train-911,train,what are ways to improve my credit score,improve_credit_score,improve_credit_score,1,1.0,1.0,improve_credit_score,1.0,,,,,1,171,0.00010453800000000001,improve_credit_score,1,1.0
E1-inscope,train-912,train,"i want to keep my credit score from going down, how do i do that",improve_credit_score,improve_credit_score,1,0.59,0.58,improve_credit_score,0.59,credit_score,0.41,,,2,144,0.00010487400000000001,improve_credit_score,1,1.0
E1-inscope,train-913,train,what can i do to improve my credit score,improve_credit_score,improve_credit_score,1,1.0,1.0,improve_credit_score,1.0,,,,,1,118,0.00010458000000000002,improve_credit_score,1,1.0
E1-inscope,train-914,train,how can i keep my credit score from going down,improve_credit_score,improve_credit_score,1,0.62,0.6,improve_credit_score,0.62,credit_score,0.38,,,2,167,0.000104622,improve_credit_score,1,1.0
E1-inscope,train-915,train,how can i improve my credit score,improve_credit_score,improve_credit_score,1,1.0,1.0,improve_credit_score,1.0,,,,,1,200,0.00010449600000000001,improve_credit_score,1,1.0
E1-inscope,train-916,train,how do i keep my credit score from dropping,improve_credit_score,improve_credit_score,1,0.55,0.54,improve_credit_score,0.55,credit_score,0.45,,,2,91,0.00010458000000000002,improve_credit_score,1,1.0
E1-inscope,train-917,train,how to improve my credit score,improve_credit_score,improve_credit_score,1,1.0,1.0,improve_credit_score,1.0,,,,,1,152,0.00010445400000000001,improve_credit_score,1,1.0
E1-inscope,train-918,train,what are some way s i can do to improe my credit score,improve_credit_score,improve_credit_score,1,1.0,1.0,improve_credit_score,1.0,,,,,1,273,0.000104832,improve_credit_score,1,1.0
E1-inscope,train-919,train,how to keep my credit up,improve_credit_score,improve_credit_score,1,0.98,0.98,improve_credit_score,0.98,credit_score,0.02,,,2,125,0.00010445400000000001,improve_credit_score,1,1.0
E1-inscope,train-920,train,how to keep my credit from dropping,improve_credit_score,improve_credit_score,1,0.86,0.85,improve_credit_score,0.86,credit_score,0.14,,,2,228,0.00010449600000000001,improve_credit_score,1,1.0
E1-inscope,train-921,train,"i want to keep my credit from going down, how do i do this",improve_credit_score,improve_credit_score,1,0.82,0.81,improve_credit_score,0.82,credit_score,0.18,,,2,126,0.000104832,improve_credit_score,1,1.0
E1-inscope,train-922,train,my credit is going down what should i do,improve_credit_score,improve_credit_score,1,0.94,0.93,improve_credit_score,0.94,credit_score,0.06,,,2,197,0.00010458000000000002,improve_credit_score,1,1.0
E1-inscope,train-923,train,how do i maintain my credit score,improve_credit_score,improve_credit_score,1,0.73,0.72,improve_credit_score,0.73,credit_score,0.27,,,2,138,0.00010449600000000001,improve_credit_score,1,1.0
E1-inscope,train-924,train,how can i build credit,improve_credit_score,improve_credit_score,1,1.0,0.99,improve_credit_score,1.0,,,,,1,239,0.000104412,improve_credit_score,1,1.0
E1-inscope,train-925,train,how do i keep good credit,improve_credit_score,improve_credit_score,1,0.92,0.91,improve_credit_score,0.92,credit_score,0.08,,,2,162,0.00010445400000000001,improve_credit_score,1,1.0
E1-inscope,train-926,train,what are ways to build credit,improve_credit_score,improve_credit_score,1,1.0,0.99,improve_credit_score,1.0,,,,,1,280,0.00010445400000000001,improve_credit_score,1,1.0
E1-inscope,train-927,train,how to build up my credit score,improve_credit_score,improve_credit_score,1,1.0,1.0,improve_credit_score,1.0,,,,,1,142,0.00010449600000000001,improve_credit_score,1,1.0
E1-inscope,train-928,train,what can i do to keep my credit in good standing,improve_credit_score,improve_credit_score,1,0.98,0.98,improve_credit_score,0.98,credit_score,0.02,,,2,118,0.000104664,improve_credit_score,1,1.0
E1-inscope,train-929,train,how do i keep my credit from lowering,improve_credit_score,improve_credit_score,1,0.85,0.84,improve_credit_score,0.85,credit_score,0.15,,,2,153,0.00010453800000000001,improve_credit_score,1,1.0
E1-inscope,train-930,train,give me some ways to build my credit score,improve_credit_score,improve_credit_score,1,1.0,1.0,improve_credit_score,1.0,,,,,1,158,0.00010458000000000002,improve_credit_score,1,1.0
E1-inscope,train-931,train,what can i do to maintain good credit,improve_credit_score,improve_credit_score,1,0.97,0.96,improve_credit_score,0.97,credit_score,0.03,,,2,97,0.00010453800000000001,improve_credit_score,1,1.0
E1-inscope,train-932,train,can you tell me some tricks and tips i can use to see an increase in my credit score,improve_credit_score,improve_credit_score,1,1.0,1.0,improve_credit_score,1.0,,,,,1,120,0.000105,improve_credit_score,1,1.0
E1-inscope,train-933,train,are there ways for me to make my credit score better,improve_credit_score,improve_credit_score,1,1.0,1.0,improve_credit_score,1.0,,,,,1,141,0.000104664,improve_credit_score,1,1.0
E1-inscope,train-934,train,i need a list of different methods for building my credit score,improve_credit_score,improve_credit_score,1,1.0,1.0,improve_credit_score,1.0,,,,,1,128,0.000104706,improve_credit_score,1,1.0
E1-inscope,train-935,train,what are some of the ways that i can see an improvement in my credit score,improve_credit_score,improve_credit_score,1,1.0,1.0,improve_credit_score,1.0,,,,,1,188,0.00010487400000000001,improve_credit_score,1,1.0
E1-inscope,train-936,train,what methods can i use to improve my credit score,improve_credit_score,improve_credit_score,1,1.0,1.0,improve_credit_score,1.0,,,,,1,208,0.000104622,improve_credit_score,1,1.0
E1-inscope,train-937,train,what are some tips to build my credit score,improve_credit_score,improve_credit_score,1,1.0,1.0,improve_credit_score,1.0,,,,,1,206,0.00010458000000000002,improve_credit_score,1,1.0
E1-inscope,train-938,train,help me build my credit score by showing me some ways on how to,improve_credit_score,improve_credit_score,1,1.0,1.0,improve_credit_score,1.0,,,,,1,130,0.00010479,improve_credit_score,1,1.0
E1-inscope,train-939,train,show me some ways to build my credit score,improve_credit_score,improve_credit_score,1,1.0,1.0,improve_credit_score,1.0,,,,,1,146,0.00010458000000000002,improve_credit_score,1,1.0
E1-inscope,train-940,train,what are the best ways to build my credit score,improve_credit_score,improve_credit_score,1,1.0,1.0,improve_credit_score,1.0,,,,,1,152,0.000104622,improve_credit_score,1,1.0
E1-inscope,train-941,train,what are some steps to building my credit score,improve_credit_score,improve_credit_score,1,0.99,0.99,improve_credit_score,0.99,credit_score,0.01,,,2,208,0.00010458000000000002,improve_credit_score,1,1.0
E1-inscope,train-942,train,will doing this hurt my credit score,improve_credit_score,credit_score,0,1.0,1.0,credit_score,1.0,,,,,1,131,0.00010449600000000001,improve_credit_score,1,0.79
E1-inscope,train-943,train,tell me all the ways my credit score can get hurt,improve_credit_score,credit_score,0,0.98,0.98,credit_score,0.98,improve_credit_score,0.02,,,2,225,0.000104664,improve_credit_score,1,0.97
E1-inscope,train-944,train,i'm not sure if this will hurt my credit score,improve_credit_score,credit_score,0,1.0,0.99,credit_score,1.0,,,,,1,133,0.000104664,improve_credit_score,1,0.8283
E1-inscope,train-945,train,i want to find out if this will hurt my credit,improve_credit_score,credit_score,0,0.99,0.99,credit_score,0.99,improve_credit_score,0.01,,,2,122,0.000104664,improve_credit_score,1,0.88
E1-inscope,train-946,train,tell me if the following thing can hurt my credit score,improve_credit_score,credit_score,0,1.0,1.0,credit_score,1.0,,,,,1,246,0.000104664,improve_credit_score,1,0.8283
E1-inscope,train-947,train,i want to know if opening a new account will decrease my credit score,improve_credit_score,credit_score,0,0.98,0.98,credit_score,0.98,new_card,0.02,,,2,165,0.00010479,improve_credit_score,1,0.77
E1-inscope,train-948,train,"i heard that opening a new account will decrease my credit score, is it true",improve_credit_score,credit_score,0,1.0,0.99,credit_score,1.0,,,,,1,169,0.00010487400000000001,improve_credit_score,1,0.57
E1-inscope,train-949,train,is it true that opening a new account can decrease your credit score,improve_credit_score,credit_score,0,1.0,0.99,credit_score,1.0,,,,,1,198,0.00010474800000000001,improve_credit_score,1,0.63
E1-inscope,train-950,train,please confirm that opening a new account can decrease your credit score,improve_credit_score,credit_score,0,0.99,0.99,credit_score,0.99,yes,0.01,,,2,106,0.000104706,improve_credit_score,1,0.4646
E1-inscope,train-951,train,tell me if opening a new account will decrease my credit score,improve_credit_score,credit_score,0,1.0,0.99,credit_score,1.0,,,,,1,258,0.000104706,improve_credit_score,1,0.77
E1-inscope,train-952,train,what are some mistakes to avoid so that my credit score stays high,improve_credit_score,improve_credit_score,1,0.81,0.8,improve_credit_score,0.81,credit_score,0.19,,,2,89,0.00010474800000000001,improve_credit_score,1,1.0
E1-inscope,train-953,train,how can i protect my credit rating,improve_credit_score,improve_credit_score,1,0.82,0.81,improve_credit_score,0.82,credit_score,0.18,,,2,260,0.00010449600000000001,improve_credit_score,1,1.0
E1-inscope,train-954,train,tell me some things i can do to secure my credit rating,improve_credit_score,improve_credit_score,1,0.99,0.99,improve_credit_score,0.99,credit_score,0.01,,,2,123,0.000104706,improve_credit_score,1,1.0
E1-inscope,train-955,train,what are some ways to keep my credit score up,improve_credit_score,improve_credit_score,1,0.99,0.99,improve_credit_score,0.99,credit_score,0.01,,,2,183,0.000104622,improve_credit_score,1,1.0
E1-inscope,train-956,train,give me tips on maintaining good credit,improve_credit_score,improve_credit_score,1,0.99,0.99,improve_credit_score,0.99,credit_score,0.01,,,2,154,0.00010449600000000001,improve_credit_score,1,1.0
E1-inscope,train-957,train,what factors can ruin a credit score,improve_credit_score,credit_score,0,0.97,0.97,credit_score,0.97,improve_credit_score,0.03,,,2,165,0.00010449600000000001,improve_credit_score,1,0.97
E1-inscope,train-958,train,pull up ways to lower credit score,improve_credit_score,credit_score,0,0.87,0.86,credit_score,0.87,improve_credit_score,0.13,,,2,144,0.00010449600000000001,improve_credit_score,1,0.93
E1-inscope,train-959,train,is it possible to lower my credit score by doing this,improve_credit_score,credit_score,0,0.99,0.99,credit_score,0.99,improve_credit_score,0.01,,,2,194,0.000104664,improve_credit_score,1,0.84
E1-inscope,train-960,train,what can harm my credit score,improve_credit_score,credit_score,0,0.98,0.98,credit_score,0.98,improve_credit_score,0.02,,,2,128,0.00010445400000000001,improve_credit_score,1,0.97
E1-inscope,train-961,train,are there any new harmful things that could affect my credit score,improve_credit_score,credit_score,0,0.99,0.99,credit_score,0.99,improve_credit_score,0.01,,,2,296,0.000104706,improve_credit_score,1,0.97
E1-inscope,train-962,train,how can i make my credit score better,improve_credit_score,improve_credit_score,1,1.0,1.0,improve_credit_score,1.0,,,,,1,190,0.00010453800000000001,improve_credit_score,1,1.0
E1-inscope,train-963,train,what steps can i take to make sure my credit score doesn't go down,improve_credit_score,credit_score,0,0.59,0.57,credit_score,0.59,improve_credit_score,0.41,,,2,108,0.000104832,improve_credit_score,1,1.0
E1-inscope,train-964,train,how can i ensure my credit score doesn't drop,improve_credit_score,credit_score,0,0.68,0.66,credit_score,0.68,improve_credit_score,0.32,,,2,212,0.000104622,improve_credit_score,1,1.0
E1-inscope,train-965,train,i'd like to improve my credit score,improve_credit_score,improve_credit_score,1,1.0,1.0,improve_credit_score,1.0,,,,,1,106,0.00010453800000000001,improve_credit_score,1,1.0
